cost_base,cost_pips,entry_ts,ev_lcb,ev_pass,exit,expected_slip_pip,min_or_atr_ratio,or_atr_ratio,pnl_pips,rv_band,session,side,sl_pips,slip_est,slip_real,spread_band,stage,threshold_lcb,tp_pips,ts
0.5,0.5,2018-01-02 10:00:00,0.15995941033025518,False,tp,0.0,0.6,4.9326424870463494,0.7571428571433785,high,LDN,SELL,2.2057142857143424,0.0,1.5000000000000568,narrow,trade,0.5410598829685762,2.7571428571429277,2018-01-02 10:00:00
0.5,0.5,2018-01-02 10:05:00,0.19595721707835256,False,tp,0.0,0.6,4.894601542415992,0.7785714285712402,high,LDN,SELL,2.2228571428572814,0.0,1.5000000000000568,narrow,trade,0.5395655297273921,2.7785714285716017,2018-01-02 10:05:00
0.5,0.5,2018-01-02 10:10:00,0.20948427049726437,False,tp,0.0,0.6,5.0105263157888125,0.714285714286234,high,LDN,SELL,2.171428571428789,0.0,1.5000000000000568,narrow,trade,0.5440485894509157,2.714285714285986,2018-01-02 10:10:00
0.5,0.5,2018-01-02 10:15:00,0.19000430875090213,False,tp,0.0,0.6,5.363380281689481,0.5357142857145618,high,LDN,SELL,2.0285714285716137,0.0,1.5000000000000568,narrow,trade,0.5565015331273921,2.535714285714517,2018-01-02 10:15:00
0.5,0.5,2018-01-02 10:20:00,0.22480160315491982,False,tp,0.0,0.6,5.303621169915715,0.5642857142855178,high,LDN,SELL,2.0514285714287843,0.0,1.5000000000000568,narrow,trade,0.554509062139154,2.5642857142859805,2018-01-02 10:20:00
0.5,0.5,2018-01-02 10:25:00,0.23251546871755902,False,tp,0.0,0.6,5.439999999999474,0.5000000000005116,high,LDN,SELL,2.00000000000013,0.0,1.5000000000000568,narrow,trade,0.5589921218626916,2.5000000000001625,2018-01-02 10:25:00
0.5,0.5,2018-01-02 10:30:00,0.5221451882496,True,tp,0.0,0.6,4.033898305084425,1.3714285714281687,high,LDN,SELL,2.6971428571429863,0.0,1.5000000000000568,narrow,trade,0.4982217567215006,3.3714285714287326,2018-01-02 10:30:00
0.5,0.5,2018-01-02 10:35:00,0.620711360692261,True,tp,0.0,0.6,3.8003992015965418,1.5785714285707968,high,LDN,SELL,2.8628571428572513,0.0,1.5000000000000568,narrow,trade,0.483776342056793,3.578571428571564,2018-01-02 10:35:00
0.5,0.5,2018-01-02 10:40:00,0.6258566858512238,True,tp,0.0,0.6,3.901639344262061,1.4857142857148347,high,LDN,SELL,2.7885714285715077,0.0,1.5000000000000568,narrow,trade,0.49025187276856186,3.4857142857143844,2018-01-02 10:40:00
0.5,0.5,2018-01-02 10:45:00,0.6927451187717366,True,tp,0.0,0.6,3.7928286852586646,1.585714285713891,high,LDN,SELL,2.868571428571564,0.0,1.5000000000000568,narrow,trade,0.4832782243097317,3.585714285714455,2018-01-02 10:45:00
0.5,0.5,2018-01-02 10:50:00,0.7145080219381277,True,tp,0.0,0.6,3.830985915492618,1.5499999999998408,high,LDN,SELL,2.840000000000162,0.0,1.5000000000000568,narrow,trade,0.4857688130450242,3.5500000000002023,2018-01-02 10:50:00
0.5,0.5,2018-01-02 10:55:00,0.6797841699294969,True,tp,0.0,0.6,4.05106382978687,1.3571428571434012,high,LDN,SELL,2.685714285714442,0.0,1.5000000000000568,narrow,trade,0.49921799221561625,3.357142857143052,2018-01-02 10:55:00
0.5,0.5,2018-01-02 11:00:00,0.6898852423761777,True,tp,0.0,0.6,4.121212121211834,1.3000000000000682,high,LDN,SELL,2.6400000000001,0.0,1.5000000000000568,narrow,trade,0.5032029341920926,3.300000000000125,2018-01-02 11:00:00
0.5,0.5,2018-01-02 11:05:00,0.6904993328445943,True,tp,0.0,0.6,4.2217294900218345,1.2214285714288735,high,LDN,SELL,2.5771428571429817,0.0,1.5000000000000568,narrow,trade,0.5086822294097388,3.221428571428727,2018-01-02 11:05:00
0.5,0.5,2018-01-02 11:10:00,0.6865007747290179,True,tp,0.0,0.6,4.337129840546348,1.1357142857145845,high,LDN,SELL,2.5085714285715506,0.0,1.5000000000000568,narrow,trade,0.5146596423744464,3.135714285714438,2018-01-02 11:10:00
0.5,0.5,2018-01-02 11:15:00,0.6915726707820777,True,tp,0.0,0.6,4.417633410672595,1.0785714285712515,high,LDN,SELL,2.4628571428572092,0.0,1.5000000000000568,narrow,trade,0.5186445843509229,3.0785714285715113,2018-01-02 11:15:00
0.5,0.5,2018-01-02 11:20:00,0.7262715640236574,True,tp,0.0,0.6,4.387096774193434,1.1000000000005343,high,LDN,SELL,2.479999999999986,0.0,1.5000000000000568,narrow,trade,0.517150231109753,3.0999999999999823,2018-01-02 11:20:00
0.5,0.5,2018-01-02 11:25:00,0.8214564395219215,True,tp,0.0,0.6,4.157205240174555,1.2714285714291123,high,LDN,SELL,2.617142857142848,0.0,1.5000000000000568,narrow,trade,0.505195405180338,3.27142857142856,2018-01-02 11:25:00
0.5,0.5,2018-01-02 11:30:00,0.7894653122060409,True,tp,0.0,0.6,4.347031963470157,1.1285714285714903,high,LDN,SELL,2.502857142857157,0.0,1.5000000000000568,narrow,trade,0.5151577601215147,3.128571428571446,2018-01-02 11:30:00
0.5,0.5,2018-01-02 11:35:00,0.8957693570325258,True,tp,0.0,0.6,4.094623655913818,1.32142857142793,high,LDN,SELL,2.657142857142877,0.0,1.5000000000000568,narrow,trade,0.5017085809509227,3.321428571428596,2018-01-02 11:35:00
0.5,0.5,2018-01-02 11:40:00,0.5367647930519639,False,tp,0.0,0.6,5.616519174041143,0.4214285714278958,high,LDN,SELL,1.9371428571428493,0.0,1.5000000000000568,narrow,trade,0.5644714170803521,2.4214285714285615,2018-01-02 11:40:00
0.5,0.5,2018-01-02 11:45:00,0.48712160909067015,False,tp,0.0,0.6,6.006309148264656,0.2642857142855064,high,LDN,SELL,1.8114285714286131,0.0,1.5000000000000568,narrow,trade,0.5754300075156445,2.264285714285766,2018-01-02 11:45:00
0.5,0.5,2018-01-02 11:50:00,0.5044484040601862,False,tp,0.0,0.6,6.006309148264656,0.2642857142855064,high,LDN,SELL,1.8114285714286131,0.0,1.5000000000000568,narrow,trade,0.5754300075156445,2.264285714285766,2018-01-02 11:50:00
0.5,0.5,2018-01-02 11:55:00,0.4956895097541728,False,tp,0.0,0.6,6.161812297734483,0.2071428571421734,high,LDN,SELL,1.7657142857142714,0.0,1.5000000000000568,narrow,trade,0.5794149494921209,2.207142857142839,2018-01-02 11:55:00
0.5,0.5,2018-01-02 12:00:00,0.4890598331351461,False,tp,0.0,0.6,6.30463576158936,0.15714285714335574,high,LDN,SELL,1.7257142857142431,0.0,1.5000000000000568,narrow,trade,0.5829017737215361,2.1571428571428037,2018-01-02 12:00:00
0.5,0.5,2018-01-02 12:05:00,0.5279912754555443,False,tp,0.0,0.6,6.161812297734483,0.2071428571421734,high,LDN,SELL,1.7657142857142714,0.0,1.5000000000000568,narrow,trade,0.5794149494921209,2.207142857142839,2018-01-02 12:05:00
0.5,0.5,2018-01-02 12:10:00,0.6349113816091039,True,tp,0.0,0.6,5.6666666666665115,0.4000000000000341,high,LDN,SELL,1.9199999999999915,0.0,1.5000000000000568,narrow,trade,0.5659657703215291,2.3999999999999893,2018-01-02 12:10:00
0.5,0.5,2018-01-02 12:15:00,0.6551308477095774,True,tp,0.0,0.6,5.649851632047481,0.40714285714312837,high,LDN,SELL,1.9257142857142235,0.0,1.5000000000000568,narrow,trade,0.5654676525744747,2.4071428571427793,2018-01-02 12:15:00
0.5,0.5,2018-01-02 12:20:00,0.6542892473306614,True,tp,0.0,0.6,5.734939759036072,0.37142857142907815,high,LDN,SELL,1.897142857142821,0.0,1.5000000000000568,narrow,trade,0.5679582413097671,2.371428571428526,2018-01-02 12:20:00
0.5,0.5,2018-01-02 12:25:00,0.627996299193446,True,tp,0.0,0.6,5.949999999999937,0.2857142857147892,high,LDN,SELL,1.8285714285713899,0.0,1.5000000000000568,narrow,trade,0.5739356542744747,2.285714285714237,2018-01-02 12:25:00
0.5,0.5,2018-01-02 12:30:00,0.6002819207247387,True,tp,0.0,0.6,6.181818181818131,0.20000000000050022,high,LDN,SELL,1.7599999999999587,0.0,1.5000000000000568,narrow,trade,0.5799130672391822,2.199999999999948,2018-01-02 12:30:00
0.5,0.5,2018-01-02 12:40:00,0.5892756942882222,True,tp,0.0,0.6,6.325581395348894,0.15000000000026148,high,LDN,SELL,1.71999999999993,0.0,1.5000000000000568,narrow,trade,0.5833998914685974,2.1499999999999124,2018-01-02 12:40:00
0.5,0.5,2018-01-04 10:40:00,1.072087562521601,True,tp,0.0,0.6,3.034965034964934,1.064285714286484,high,LDN,SELL,2.451428571428746,0.0,1.5000000000000568,narrow,trade,0.5196408198450313,3.064285714285932,2018-01-04 10:40:00
0.5,0.5,2018-01-10 08:25:00,2.3006039806137886,True,sl,0.0,0.6,1.483443708609221,-4.814285714285404,high,LDN,BUY,4.314285714285769,0.0,0.0,narrow,trade,0.35725443430382603,5.392857142857212,2018-01-10 08:30:00
0.5,0.5,2018-01-11 09:10:00,1.8232118355659677,True,tp,0.0,0.6,2.581709145427213,2.764285714286075,high,LDN,SELL,3.8114285714288245,0.0,1.5000000000000568,narrow,trade,0.40108879604499575,4.76428571428603,2018-01-11 09:15:00
0.5,0.5,2018-01-12 08:35:00,0.7670992748786096,True,tp,0.0,0.6,3.1361386138613687,3.7714285714282596,mid,LDN,SELL,4.617142857142816,0.0,1.5000000000000568,narrow,trade,0.4544571151794478,5.77142857142852,2018-01-12 09:00:00
0.5,0.5,2018-01-12 14:20:00,0.5234162969738518,True,tp,0.0,0.6,0.7154843630816987,7.364285714285302,mid,NY,BUY,7.49142857142853,0.0,1.5000000000000568,narrow,trade,0.18790280018756345,9.364285714285662,2018-01-12 14:20:00
0.5,0.5,2018-01-15 08:40:00,1.9012512846146041,True,sl,0.0,0.6,3.7028231797919875,-5.845714285714109,high,LDN,SELL,3.8457142857142155,0.0,1.5000000000000568,narrow,trade,0.39810008956267035,4.807142857142769,2018-01-15 08:40:00
0.5,0.5,2018-01-16 09:05:00,0.5285080152120951,True,sl,0.0,0.6,2.747663551401991,-5.668571428571056,mid,LDN,SELL,3.668571428571405,0.0,1.5000000000000568,narrow,trade,0.5117509916813594,4.585714285714256,2018-01-16 09:05:00
0.5,0.5,2018-01-17 10:25:00,1.0761721272466207,True,tp,0.0,0.6,2.323651452282043,1.4428571428576902,high,LDN,SELL,2.754285714285792,0.0,1.5000000000000568,narrow,trade,0.49324057925091574,3.44285714285724,2018-01-17 10:25:00
0.5,0.5,2018-01-18 09:00:00,1.639039452816104,True,sl,0.0,0.6,2.413043478260994,-4.379999999999484,high,LDN,BUY,3.67999999999995,0.0,0.19999999999953388,narrow,trade,0.41254550422737785,4.5999999999999375,2018-01-18 09:15:00
0.5,0.5,2018-01-19 08:25:00,1.9578289141235894,True,sl,0.0,0.6,3.1150442477876017,-5.019999999999413,high,LDN,SELL,4.520000000000063,0.0,0.0,narrow,trade,0.3393221954097034,5.6500000000000785,2018-01-19 08:25:00
0.5,0.5,2018-01-22 08:25:00,1.1467060013534816,True,sl,0.0,0.6,3.9190140845071078,-3.7457142857140298,high,LDN,BUY,3.245714285714355,0.0,0.0,narrow,trade,0.45040245300384735,4.057142857142943,2018-01-22 08:25:00
0.5,0.5,2018-01-23 08:25:00,1.4848775466124653,True,sl,0.0,0.6,1.9972826086956779,-4.705714285714635,high,LDN,SELL,4.205714285714391,0.0,0.0,narrow,trade,0.3667186714979417,5.257142857142989,2018-01-23 08:25:00
0.5,0.5,2018-01-24 08:45:00,1.4825893135631558,True,sl,0.0,0.6,2.489281210592805,-6.531428571428421,high,LDN,SELL,4.531428571428527,0.0,1.5000000000000568,narrow,trade,0.3383259599155947,5.664285714285659,2018-01-24 08:45:00
0.5,0.5,2018-01-25 08:25:00,2.7067715730522037,True,tp,0.0,0.6,1.360691144708479,9.421428571428237,high,LDN,BUY,7.937142857142833,0.0,0.0,narrow,trade,0.04144778266846255,9.92142857142854,2018-01-25 08:35:00
0.5,0.5,2018-01-25 14:55:00,0.5075717737961813,True,sl,0.0,0.6,1.4904306220095238,-10.154285714286459,mid,NY,BUY,9.554285714285859,0.0,0.10000000000047748,narrow,trade,0.0,11.942857142857324,2018-01-25 14:55:00
0.5,0.5,2018-01-26 09:35:00,1.2486481976750778,True,sl,0.0,0.6,2.579439252336248,-6.28000000000003,high,LDN,BUY,4.2800000000000535,0.0,1.5000000000000568,narrow,trade,0.36024314078617975,5.350000000000067,2018-01-26 09:35:00
0.5,0.5,2018-01-29 08:25:00,1.301858097094342,True,sl,0.0,0.6,1.4016686531586011,-5.2942857142857065,high,LDN,BUY,4.794285714285626,0.0,0.0,narrow,trade,0.3154125435508873,5.992857142857032,2018-01-29 08:25:00
0.5,0.5,2018-01-30 11:40:00,0.7697281878086368,True,tp,0.0,0.6,2.9907120743034494,2.6142857142853586,high,LDN,SELL,3.6914285714286574,0.0,1.5000000000000568,narrow,trade,0.4115492687332483,4.614285714285821,2018-01-30 11:40:00
0.5,0.5,2018-01-31 08:45:00,0.9014638674287354,True,sl,0.0,0.6,2.5473071324601375,-5.925714285713923,high,LDN,BUY,3.925714285714029,0.0,1.5000000000000568,narrow,trade,0.39112644110386136,4.907142857142536,2018-01-31 09:05:00
0.5,0.5,2018-02-01 09:15:00,0.8545723541037842,True,tp,0.0,0.6,2.8653846153847105,3.499999999999204,high,LDN,BUY,4.159999999999887,0.0,1.2000000000000455,narrow,trade,0.3707036134744321,5.199999999999859,2018-02-01 09:50:00
0.5,0.5,2018-02-02 09:15:00,1.026327028775723,True,tp,0.0,0.6,2.274111675126956,3.6285714285706376,high,LDN,BUY,4.502857142857043,0.0,1.5000000000000568,narrow,trade,0.34081654865089445,5.628571428571304,2018-02-02 09:30:00
0.5,0.5,2018-02-05 08:55:00,1.053199219452688,True,sl,0.0,0.6,2.3937823834197625,-6.411428571428701,high,LDN,SELL,4.411428571428604,0.0,1.5000000000000568,narrow,trade,0.3487864326038261,5.514285714285754,2018-02-05 08:55:00
0.5,0.5,2018-02-06 08:35:00,1.7550121494187803,True,sl,0.0,0.6,3.5170731707316674,-9.028571428571752,high,LDN,BUY,7.0285714285714525,0.0,1.5000000000000568,narrow,trade,0.12064850445083064,8.785714285714315,2018-02-06 09:00:00
0.5,0.5,2018-02-07 08:30:00,0.7992871869498224,True,sl,0.0,0.6,2.145593869731879,-6.474285714285088,high,LDN,BUY,4.474285714285721,0.0,1.5000000000000568,narrow,trade,0.34330713738617974,5.592857142857151,2018-02-07 08:55:00
0.5,0.5,2018-02-08 08:25:00,0.7171957143422278,True,sl,0.0,0.6,4.2668298653609575,-5.168571428571511,high,LDN,BUY,4.668571428571471,0.0,0.0,narrow,trade,0.3263711339861728,5.835714285714338,2018-02-08 08:25:00
0.5,0.5,2018-02-09 12:00:00,0.5053613330955824,True,tp,0.0,0.6,3.4123847167324555,3.4214285714294306,high,LDN,SELL,4.3371428571430215,0.0,1.5000000000000568,narrow,trade,0.35526196331558063,5.421428571428777,2018-02-09 12:00:00
0.5,0.5,2018-02-12 08:40:00,0.5802142509465256,True,sl,0.0,0.6,2.1018276762403993,-6.377142857143269,high,LDN,BUY,4.377142857142807,0.0,1.5000000000000568,narrow,trade,0.3517751390861868,5.4714285714285085,2018-02-12 08:40:00
0.5,0.5,2018-02-13 08:25:00,1.1933629258173788,True,sl,0.0,0.6,2.3092783505154957,-8.260000000000389,high,LDN,SELL,7.760000000000024,0.0,0.0,narrow,trade,0.05688943282728581,9.70000000000003,2018-02-13 08:25:00
0.5,0.5,2018-02-15 08:25:00,0.6758957159235615,True,sl,0.0,0.6,2.175763182238773,-6.677142857143281,high,LDN,BUY,6.177142857142794,0.0,0.0,narrow,trade,0.19486804876262076,7.721428571428492,2018-02-15 08:30:00
0.5,0.5,2018-03-02 09:20:00,0.5295534048752479,True,tp,0.0,0.6,1.6612318840579967,6.185714285714539,high,LDN,SELL,6.308571428571343,0.0,1.2000000000000455,narrow,trade,0.18341134058026706,7.885714285714178,2018-03-02 10:30:00
0.5,0.5,2018-03-20 09:05:00,0.5608158076667658,True,tp,0.0,0.6,1.1227053140096286,5.392857142856656,high,LDN,SELL,5.914285714285777,0.0,1.5000000000000568,narrow,trade,0.21778146512732108,7.3928571428572205,2018-03-20 09:05:00
0.5,0.5,2018-03-23 08:50:00,0.5063891780555245,True,tp,0.0,0.6,2.188470066518962,4.442857142856383,high,LDN,SELL,5.154285714285639,0.0,1.5000000000000568,narrow,trade,0.2840311254861727,6.442857142857049,2018-03-23 08:50:00
0.5,0.5,2018-03-28 12:30:00,0.563974977582189,True,tp,0.0,0.6,2.6477916194790447,4.307142857143276,high,LDN,BUY,5.045714285714341,0.0,1.5000000000000568,narrow,trade,0.29349536268028126,6.307142857142926,2018-03-28 12:30:00
0.5,0.5,2018-04-10 08:25:00,0.6517409156140457,True,sl,0.0,0.6,3.3310886644219764,-5.59142857142848,high,LDN,BUY,5.0914285714286835,0.0,0.0,narrow,trade,0.2895104207038047,6.364285714285854,2018-04-10 08:45:00
0.5,0.5,2018-05-30 08:25:00,0.5338186171057888,True,tp,0.0,0.6,3.0514786418399735,6.021428571429055,high,LDN,SELL,5.217142857143002,0.0,0.0,narrow,trade,0.2785518302685051,6.521428571428752,2018-05-30 08:35:00
0.5,0.5,2018-05-31 08:25:00,0.6467716009041031,True,sl,0.0,0.6,2.5793397231096984,-5.865714285714773,high,LDN,BUY,5.365714285714327,0.0,0.0,narrow,trade,0.2656007688449815,6.707142857142909,2018-05-31 08:25:00
0.5,0.5,2018-08-13 12:20:00,0.5287320691820021,True,tp,0.0,0.6,2.6466942148761623,4.914285714284972,high,LDN,BUY,5.531428571428511,0.0,1.5000000000000568,narrow,trade,0.2511553541802812,6.914285714285638,2018-08-13 12:20:00
0.5,0.5,2018-10-04 12:40:00,0.5226018289187446,True,tp,0.0,0.6,1.6888387824126152,4.335714285714232,high,LDN,SELL,5.068571428571431,0.0,1.5000000000000568,narrow,trade,0.29150289169205,6.335714285714289,2018-10-04 12:40:00
0.5,0.5,2018-10-11 12:45:00,0.6595236236240032,True,tp,0.0,0.6,2.758029978586694,4.671428571428294,high,LDN,SELL,5.337142857142843,0.0,1.5000000000000568,narrow,trade,0.2680913575802813,6.671428571428553,2018-10-11 12:45:00
0.5,0.5,2018-12-21 09:00:00,0.5030272580639858,True,sl,0.0,0.6,4.320529801324442,-6.2142857142864045,high,LDN,SELL,4.314285714285851,0.0,1.4000000000010004,narrow,trade,0.3572544343038189,5.392857142857314,2018-12-21 09:00:00
0.5,0.5,2019-01-02 08:55:00,0.6509678018580658,True,tp,0.0,0.6,3.1521298174441688,5.0428571428564055,high,LDN,SELL,5.6342857142856575,0.0,1.5000000000000568,narrow,trade,0.2421892347332197,7.042857142857072,2019-01-02 08:55:00
0.5,0.5,2019-01-03 08:25:00,1.761414992310459,True,sl,0.0,0.6,3.2648528595225486,-10.79142857142773,high,LDN,BUY,10.29142857142842,0.0,0.0,narrow,trade,0.0,12.864285714285526,2019-01-03 08:25:00
0.5,0.5,2019-01-04 08:40:00,0.5414462693388535,True,tp,0.0,0.6,2.166315789473583,4.785714285713539,high,LDN,BUY,5.428571428571364,0.0,1.5000000000000568,narrow,trade,0.2601214736273425,6.785714285714205,2019-01-04 08:55:00
0.5,0.5,2019-05-13 12:35:00,0.6727748112696412,True,tp,0.0,0.6,1.0758341759353294,5.064285714285688,high,LDN,SELL,5.651428571428922,0.0,1.5000000000000568,narrow,trade,0.24069488149200746,7.064285714286152,2019-05-13 12:35:00
0.5,0.5,2019-06-07 12:40:00,0.6477236979383654,True,tp,0.0,0.6,0.6836847946725627,4.43571428571471,high,LDN,SELL,5.148571428571245,0.0,1.5000000000000568,narrow,trade,0.38452924323324095,6.435714285714056,2019-06-07 12:40:00
0.5,0.5,2019-06-26 09:25:00,0.5243256736565658,True,tp,0.0,0.6,1.1713147410359008,3.378571428570865,high,LDN,BUY,4.302857142857143,0.0,1.5000000000000568,narrow,trade,0.35825066979794873,5.378571428571429,2019-06-26 09:25:00
0.5,0.5,2019-08-02 08:45:00,0.5102799364513764,True,sl,0.0,0.6,1.9027181688126107,-4.49428571428615,high,LDN,BUY,3.9942857142856223,0.0,0.0,narrow,trade,0.3851490281391397,4.992857142857027,2019-08-02 08:45:00
0.5,0.5,2019-08-06 08:25:00,0.7068832348685334,True,sl,0.0,0.6,2.125265392781342,-5.882857142856778,high,LDN,BUY,5.382857142857104,0.0,0.0,narrow,trade,0.2641064156038119,6.72857142857138,2019-08-06 08:25:00
0.5,0.5,2019-08-15 09:05:00,0.5090537463985423,True,tp,0.0,0.6,1.2133333333331697,4.428571428571615,high,LDN,SELL,5.142857142857095,0.0,1.5000000000000568,narrow,trade,0.28502736098028825,6.428571428571368,2019-08-15 09:05:00
0.5,0.5,2019-08-16 09:20:00,0.5009188345285343,True,tp,0.0,0.6,1.0326481257558653,3.9071428571427873,high,LDN,BUY,4.725714285714275,0.0,1.5000000000000568,narrow,trade,0.3213899565155878,5.907142857142844,2019-08-16 09:20:00
0.5,0.5,2019-08-26 08:35:00,0.7901050039152402,True,tp,0.0,0.6,2.8591549295774663,5.499999999998806,high,LDN,BUY,5.68000000000008,0.0,1.100000000000989,narrow,trade,0.23820429275673638,7.100000000000099,2019-08-26 08:40:00
0.5,0.5,2019-08-27 09:00:00,0.5102974603412258,True,sl,0.0,0.6,2.512328767123376,-6.171428571427839,high,LDN,BUY,4.171428571428431,0.0,1.5000000000000568,narrow,trade,0.36970737798031655,5.214285714285539,2019-08-27 09:00:00
0.5,0.5,2019-10-31 10:05:00,0.5516071967620051,True,tp,0.0,0.6,1.5121951219512695,4.149999999999466,high,LDN,SELL,4.920000000000024,0.0,1.5000000000000568,narrow,trade,0.30445395311558077,6.15000000000003,2019-10-31 10:05:00
0.5,0.5,2020-02-20 08:25:00,0.5967567204405353,True,sl,0.0,0.6,2.5560859188544875,-5.288571428571231,high,LDN,SELL,4.788571428571475,0.0,0.0,narrow,trade,0.31591066129793444,5.9857142857143435,2020-02-20 08:30:00
0.5,0.5,2020-02-21 09:00:00,0.5814810238435801,True,sl,0.0,0.6,3.8641188959661337,-6.7828571428568125,high,LDN,BUY,5.382857142857104,0.0,0.9000000000000341,narrow,trade,0.2641064156038119,6.72857142857138,2020-02-21 09:55:00
0.5,0.5,2020-02-26 09:40:00,0.5746315578730106,True,tp,0.0,0.6,1.8856088560885411,5.742857142856906,high,LDN,SELL,6.194285714285813,0.0,1.5000000000000568,narrow,trade,0.19337369552142986,7.742857142857266,2020-02-26 09:40:00
