run_id,days_with_records,realized_total,ev_total,gap_total,mean_daily_gap,max_positive_gap,max_negative_gap
USDJPY_conservative_20250923_215717,86,-23.518571428560108,94.54231984225264,-118.06089127081275,-1.3728010612885202,75.51875003499885,-49.076271438573485
USDJPY_conservative_20250923_221030,144,205.96000000009053,139.34340217023757,66.61659782985296,0.46261526270731224,75.60907042201438,-64.1256850207186
