cost_pips,exit,or_atr_ratio,pnl_pips,rv_band,side,sl_pips,spread_band,stage,tp_pips,ts
,,,,,,,,no_breakout,,2018-01-03 06:10:00
,,,,,,,,no_breakout,,2018-01-03 06:15:00
,,,,,,,,no_breakout,,2018-01-03 06:20:00
,,,,,,,,no_breakout,,2018-01-03 06:25:00
,,,,,,,,no_breakout,,2018-01-03 06:30:00
,,,,,,,,no_breakout,,2018-01-03 06:35:00
,,,,,,,,no_breakout,,2018-01-03 06:40:00
,,,,,,,,no_breakout,,2018-01-03 06:45:00
,,,,,,,,no_breakout,,2018-01-03 06:50:00
,,,,,,,,no_breakout,,2018-01-03 06:55:00
,,,,,,,,no_breakout,,2018-01-03 07:00:00
,,5.617021276595826,,mid,BUY,,narrow,gate_block,,2018-01-03 07:05:00
,,5.6341463414633335,,mid,BUY,,narrow,gate_block,,2018-01-03 07:10:00
,,5.774999999999829,,mid,BUY,,narrow,gate_block,,2018-01-03 07:15:00
,,5.634146341463089,,mid,BUY,,narrow,gate_block,,2018-01-03 07:20:00
,,5.793103448275518,,mid,BUY,,narrow,gate_block,,2018-01-03 07:25:00
,,5.387755102040519,,mid,BUY,,narrow,gate_block,,2018-01-03 07:30:00
,,5.249999999999718,,mid,BUY,,narrow,gate_block,,2018-01-03 07:35:00
,,5.205633802816624,,mid,BUY,,narrow,gate_block,,2018-01-03 07:40:00
,,4.775193798449437,,mid,BUY,,narrow,gate_block,,2018-01-03 07:45:00
,,4.643216080401734,,mid,BUY,,narrow,gate_block,,2018-01-03 07:50:00
,,4.702290076335707,,mid,BUY,,narrow,gate_block,,2018-01-03 07:55:00
,,,,,,,,no_breakout,,2018-01-03 08:00:00
,,,,,,,,no_breakout,,2018-01-03 08:05:00
,,,,,,,,no_breakout,,2018-01-03 08:10:00
,,,,,,,,no_breakout,,2018-01-03 08:15:00
,,,,,,,,no_breakout,,2018-01-03 08:20:00
0.5,sl,,-4.247601693757874,,SELL,1.6671428571429,,trade,2.7785714285715,2018-01-03 08:25:00
,,,,,,,,no_breakout,,2018-01-03 08:30:00
,,,,,,,,no_breakout,,2018-01-03 08:35:00
,,,,,,,,no_breakout,,2018-01-03 08:40:00
,,,,,,,,no_breakout,,2018-01-03 08:45:00
,,,,,,,,no_breakout,,2018-01-03 08:50:00
,,,,,,,,no_breakout,,2018-01-03 08:55:00
,,,,,,,,no_breakout,,2018-01-03 09:00:00
,,,,,,,,no_breakout,,2018-01-03 09:05:00
,,,,,,,,no_breakout,,2018-01-03 09:10:00
,,,,,,,,no_breakout,,2018-01-03 09:15:00
,,,,,,,,no_breakout,,2018-01-03 09:20:00
,,,,,,,,no_breakout,,2018-01-03 09:25:00
,,,,,,,,no_breakout,,2018-01-03 09:30:00
,,,,,,,,no_breakout,,2018-01-03 09:35:00
,,,,,,,,no_breakout,,2018-01-03 09:40:00
,,,,,,,,no_breakout,,2018-01-03 09:45:00
,,,,,,,,no_breakout,,2018-01-03 09:50:00
,,,,,,,,no_breakout,,2018-01-03 09:55:00
,,,,,,,,no_breakout,,2018-01-03 10:00:00
,,,,,,,,no_breakout,,2018-01-03 10:05:00
,,,,,,,,no_breakout,,2018-01-03 10:10:00
,,,,,,,,no_breakout,,2018-01-03 10:15:00
,,,,,,,,no_breakout,,2018-01-03 10:20:00
,,,,,,,,no_breakout,,2018-01-03 10:25:00
,,,,,,,,no_breakout,,2018-01-03 10:30:00
,,,,,,,,no_breakout,,2018-01-03 10:35:00
,,,,,,,,no_breakout,,2018-01-03 10:40:00
,,,,,,,,no_breakout,,2018-01-03 10:45:00
,,,,,,,,no_breakout,,2018-01-03 10:50:00
,,,,,,,,no_breakout,,2018-01-03 10:55:00
,,,,,,,,no_breakout,,2018-01-03 11:00:00
,,,,,,,,no_breakout,,2018-01-03 11:05:00
,,,,,,,,no_breakout,,2018-01-03 11:10:00
,,,,,,,,no_breakout,,2018-01-03 11:15:00
,,,,,,,,no_breakout,,2018-01-03 11:20:00
,,,,,,,,no_breakout,,2018-01-03 11:25:00
,,,,,,,,no_breakout,,2018-01-03 11:30:00
,,,,,,,,no_breakout,,2018-01-03 11:35:00
,,,,,,,,no_breakout,,2018-01-03 11:40:00
,,,,,,,,no_breakout,,2018-01-03 11:45:00
,,,,,,,,no_breakout,,2018-01-03 11:50:00
,,,,,,,,no_breakout,,2018-01-03 11:55:00
,,,,,,,,no_breakout,,2018-01-03 12:00:00
,,,,,,,,no_breakout,,2018-01-03 12:05:00
,,,,,,,,no_breakout,,2018-01-03 12:10:00
,,,,,,,,no_breakout,,2018-01-03 12:15:00
,,,,,,,,no_breakout,,2018-01-03 12:20:00
,,,,,,,,no_breakout,,2018-01-03 12:25:00
,,,,,,,,no_breakout,,2018-01-03 12:30:00
,,,,,,,,no_breakout,,2018-01-03 12:35:00
,,,,,,,,no_breakout,,2018-01-03 12:40:00
,,,,,,,,no_breakout,,2018-01-03 12:45:00
,,,,,,,,no_breakout,,2018-01-03 12:50:00
,,,,,,,,no_breakout,,2018-01-03 12:55:00
,,,,,,,,no_breakout,,2018-01-03 13:00:00
,,,,,,,,no_breakout,,2018-01-03 13:05:00
,,,,,,,,no_breakout,,2018-01-03 13:10:00
,,,,,,,,no_breakout,,2018-01-03 13:15:00
,,,,,,,,no_breakout,,2018-01-03 13:20:00
0.5,sl,,-3.1587523244580558,,SELL,1.512857142856997,,trade,2.5214285714283284,2018-01-03 13:25:00
,,,,,,,,no_breakout,,2018-01-03 13:30:00
,,,,,,,,no_breakout,,2018-01-03 13:35:00
,,,,,,,,no_breakout,,2018-01-03 13:40:00
,,,,,,,,no_breakout,,2018-01-03 13:45:00
,,,,,,,,no_breakout,,2018-01-03 13:50:00
,,,,,,,,no_breakout,,2018-01-03 13:55:00
,,,,,,,,no_breakout,,2018-01-03 14:00:00
,,,,,,,,no_breakout,,2018-01-03 14:05:00
,,,,,,,,no_breakout,,2018-01-03 14:10:00
,,,,,,,,no_breakout,,2018-01-03 14:15:00
,,,,,,,,no_breakout,,2018-01-03 14:20:00
,,,,,,,,no_breakout,,2018-01-03 14:25:00
,,,,,,,,no_breakout,,2018-01-03 14:30:00
,,,,,,,,no_breakout,,2018-01-03 14:35:00
,,,,,,,,no_breakout,,2018-01-03 14:40:00
,,,,,,,,no_breakout,,2018-01-03 14:45:00
,,,,,,,,no_breakout,,2018-01-03 14:50:00
,,,,,,,,no_breakout,,2018-01-03 14:55:00
,,,,,,,,no_breakout,,2018-01-03 15:00:00
,,,,,,,,no_breakout,,2018-01-03 15:05:00
,,,,,,,,no_breakout,,2018-01-03 15:10:00
,,,,,,,,no_breakout,,2018-01-03 15:15:00
,,,,,,,,no_breakout,,2018-01-03 15:20:00
,,,,,,,,no_breakout,,2018-01-03 15:25:00
,,,,,,,,no_breakout,,2018-01-03 15:30:00
,,,,,,,,no_breakout,,2018-01-03 15:35:00
