run_id,run_dir,timestamp,symbol,mode,equity,or_n,k_tp,k_sl,k_tr,threshold_lcb,min_or_atr,rv_cuts,allow_low_rv,allowed_sessions,warmup,prior_alpha,prior_beta,include_expected_slip,rv_quantile,calibrate_days,ev_mode,size_floor,trades,wins,total_pips,sharpe,max_drawdown,win_rate,pnl_per_trade,state_path,gate_block,ev_reject,ev_bypass,dump_rows,state_loaded,state_archive_path,ev_profile_path
grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_111421,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_111421,20250922_111421,USDJPY,conservative,100000.0,4,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,36,20,-12.825714285714469,,,0.5555555555555556,-0.35626984126984634,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_111421/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp0.8_ksl0.4_20250922_111432,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.4_20250922_111432,20250922_111432,USDJPY,conservative,100000.0,6,0.8,0.4,,0.3,,,False,"LDN,NY",10,,,,,,,,23,12,-54.460000000000775,,,0.5217391304347826,-2.3678260869565553,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.4_20250922_111432/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp0.8_ksl0.6_20250922_111443,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.6_20250922_111443,20250922_111443,USDJPY,conservative,100000.0,6,0.8,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,26,16,-37.45857142856909,,,0.6153846153846154,-1.4407142857141957,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.6_20250922_111443/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp1.0_ksl0.4_20250922_111455,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.4_20250922_111455,20250922_111455,USDJPY,conservative,100000.0,6,1.0,0.4,,0.3,,,False,"LDN,NY",10,,,,,,,,30,14,-52.18285714285656,,,0.4666666666666667,-1.739428571428552,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.4_20250922_111455/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp1.0_ksl0.6_20250922_111506,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.6_20250922_111506,20250922_111506,USDJPY,conservative,100000.0,6,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,23,13,-24.647142857143024,,,0.5652173913043478,-1.0716149068323053,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.6_20250922_111506/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp0.8_ksl0.4_20250922_111518,runs/grid_USDJPY_conservative_or4_ktp0.8_ksl0.4_20250922_111518,20250922_111518,USDJPY,conservative,100000.0,4,0.8,0.4,,0.3,,,False,"LDN,NY",10,,,,,,,,37,19,18.780000000004065,,,0.5135135135135135,0.5075675675676774,runs/grid_USDJPY_conservative_or4_ktp0.8_ksl0.4_20250922_111518/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp0.8_ksl0.6_20250922_111530,runs/grid_USDJPY_conservative_or4_ktp0.8_ksl0.6_20250922_111530,20250922_111530,USDJPY,conservative,100000.0,4,0.8,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,32,20,5.434285714288137,,,0.625,0.16982142857150428,runs/grid_USDJPY_conservative_or4_ktp0.8_ksl0.6_20250922_111530/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp1.0_ksl0.4_20250922_111541,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.4_20250922_111541,20250922_111541,USDJPY,conservative,100000.0,4,1.0,0.4,,0.3,,,False,"LDN,NY",10,,,,,,,,35,16,4.344285714294642,,,0.45714285714285713,0.12412244897984692,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.4_20250922_111541/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_111553,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_111553,20250922_111553,USDJPY,conservative,100000.0,4,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,36,20,-12.825714285714469,,,0.5555555555555556,-0.35626984126984634,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_111553/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp0.8_ksl0.4_20250922_111604,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.4_20250922_111604,20250922_111604,USDJPY,conservative,100000.0,6,0.8,0.4,,0.3,,,False,"LDN,NY",10,,,,,,,,23,12,-54.460000000000775,,,0.5217391304347826,-2.3678260869565553,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.4_20250922_111604/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp0.8_ksl0.6_20250922_111615,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.6_20250922_111615,20250922_111615,USDJPY,conservative,100000.0,6,0.8,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,26,16,-37.45857142856909,,,0.6153846153846154,-1.4407142857141957,runs/grid_USDJPY_conservative_or6_ktp0.8_ksl0.6_20250922_111615/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp1.0_ksl0.4_20250922_111627,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.4_20250922_111627,20250922_111627,USDJPY,conservative,100000.0,6,1.0,0.4,,0.3,,,False,"LDN,NY",10,,,,,,,,30,14,-52.18285714285656,,,0.4666666666666667,-1.739428571428552,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.4_20250922_111627/state.json,,,,,,,
grid_USDJPY_conservative_or6_ktp1.0_ksl0.6_20250922_111638,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.6_20250922_111638,20250922_111638,USDJPY,conservative,100000.0,6,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,23,13,-24.647142857143024,,,0.5652173913043478,-1.0716149068323053,runs/grid_USDJPY_conservative_or6_ktp1.0_ksl0.6_20250922_111638/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112108,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112108,20250922_112108,USDJPY,conservative,100000.0,4,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,36,20,-12.825714285714469,,,0.5555555555555556,-0.35626984126984634,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112108/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112120,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112120,20250922_112120,USDJPY,conservative,100000.0,4,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,36,20,-12.825714285714469,,,0.5555555555555556,-0.35626984126984634,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112120/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112132,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112132,20250922_112132,USDJPY,conservative,100000.0,4,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,36,20,-12.825714285714469,,,0.5555555555555556,-0.35626984126984634,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112132/state.json,,,,,,,
grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112144,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112144,20250922_112144,USDJPY,conservative,100000.0,4,1.0,0.6,,0.3,,,False,"LDN,NY",10,,,,,,,,36,20,-12.825714285714469,,,0.5555555555555556,-0.35626984126984634,runs/grid_USDJPY_conservative_or4_ktp1.0_ksl0.6_20250922_112144/state.json,,,,,,,
USDJPY_conservative_20250922_143631,runs/USDJPY_conservative_20250922_143631,20250922_143631,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,108,73,-47.82571428570685,,,0.6759259259259259,-0.442830687830619,runs/USDJPY_conservative_20250922_143631/state.json,202031,197501,9,,,,
USDJPY_conservative_20250922_143714,runs/USDJPY_conservative_20250922_143714,20250922_143714,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,108,73,-47.82571428570685,,,0.6759259259259259,-0.442830687830619,runs/USDJPY_conservative_20250922_143714/state.json,202031,197501,9,,,,
USDJPY_conservative_20250922_143756,runs/USDJPY_conservative_20250922_143756,20250922_143756,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,108,73,-47.82571428570685,,,0.6759259259259259,-0.442830687830619,runs/USDJPY_conservative_20250922_143756/state.json,202031,197501,9,,,,
USDJPY_conservative_20250922_150418,runs/USDJPY_conservative_20250922_150418,20250922_150418,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,124,84,-59.21999999999014,,,0.6774193548387096,-0.4775806451612108,runs/USDJPY_conservative_20250922_150418/state.json,202034,196579,25,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250922_053631_USDJPY_conservative_20250922_143631.json,,
USDJPY_conservative_20250922_152942,runs/USDJPY_conservative_20250922_152942,20250922_152942,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,147,97,-26.324285714240204,,,0.6598639455782312,-0.1790767735662599,runs/USDJPY_conservative_20250922_152942/state.json,202099,195866,25,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250922_060418_USDJPY_conservative_20250922_150418.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250922_153303,runs/USDJPY_conservative_20250922_153303,20250922_153303,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,189,124,2.1285714285874064,,,0.656084656084656,0.011262282690938659,runs/USDJPY_conservative_20250922_153303/state.json,202651,191626,25,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250922_062942_USDJPY_conservative_20250922_152942.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250922_170854,runs/USDJPY_conservative_20250922_170854,20250922_170854,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,108,73,-47.82571428570685,,,0.6759259259259259,-0.442830687830619,runs/USDJPY_conservative_20250922_170854/state.json,202031,197501,9,,,,
USDJPY_conservative_20250922_170914,runs/USDJPY_conservative_20250922_170914,20250922_170914,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,536,347,361.09571428579625,,,0.6473880597014925,0.6736860341152915,runs/USDJPY_conservative_20250922_170914/state.json,202052,165516,25,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250922_063303_USDJPY_conservative_20250922_153303.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250922_175708,runs/USDJPY_conservative_20250922_175708,20250922_175708,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,382,254,100.38857142857262,,,0.6649214659685864,0.26279730740464036,runs/USDJPY_conservative_20250922_175708/state.json,202393,177634,31,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250922_080914_USDJPY_conservative_20250922_170914.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250923_202605,runs/USDJPY_conservative_20250923_202605,20250923_202605,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,138,93,-44.154285714278046,,,0.6739130434782609,-0.3199585921324496,runs/USDJPY_conservative_20250923_202605/state.json,203099,195524,31,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250922_085708_USDJPY_conservative_20250922_175708.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250923_215717,runs/USDJPY_conservative_20250923_215717,20250923_215717,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,138,93,-44.45428571427806,,,0.6739130434782609,-0.32213250517592795,runs/USDJPY_conservative_20250923_215717/state.json,203077,195546,31,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250923_112605_USDJPY_conservative_20250923_202605.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250923_221030,runs/USDJPY_conservative_20250923_221030,20250923_221030,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,,,,,,197,128,184.78142857151732,,,0.649746192893401,0.9379767947792758,runs/USDJPY_conservative_20250923_221030/state.json,202082,192099,25,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250923_125717_USDJPY_conservative_20250923_215717.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250929_224938,runs/USDJPY_conservative_20250929_224938,20250929_224938,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,False,False,,,,122,83,-102.2971428571467,-1.385762040621163,-150.47285714286255,0.680327868852459,-0.8385011709602188,runs/USDJPY_conservative_20250929_224938/state.json,202271,196633,39,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250929_114922.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20250929_225056,runs/USDJPY_conservative_20250929_225056,20250929_225056,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,False,False,,,,122,83,-102.2971428571467,-1.385762040621163,-150.47285714286255,0.680327868852459,-0.8385011709602188,runs/USDJPY_conservative_20250929_225056/state.json,202255,196649,39,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250929_134942.json,,configs/ev_profiles/day_orb_5m.yaml
USDJPY_conservative_20251001_212222,runs/USDJPY_conservative_20251001_212222,20251001_212222,USDJPY,conservative,100000.0,,,,,,,,False,"LDN,NY",,,,False,False,,,,122,83,-100.67142857143244,-1.3655637975442885,-148.8471428571483,0.680327868852459,-0.8251756440281348,runs/USDJPY_conservative_20251001_212222/state.json,225032,217248,39,,ops/state_archive/day_orb_5m.DayORB5m/USDJPY/conservative/20250929_135100.json,,configs/ev_profiles/day_orb_5m.yaml
